Date,Unnamed: 1,Berri1,Boyer,Boyer 2,Brébeuf,Christophe-Colomb,CSC (Côte Sainte-Catherine),Eco-Totem - Métro Laurier,Maisonneuve_2,Maisonneuve_3,Notre-Dame,Parc,PierDup,Pont Jacques-Cartier,Rachel / Hôtel de Ville,Rachel / Papineau,René-Lévesque,Saint-Antoine,Saint-Laurent/Bellechasse,Saint-Urbain
2017-10-07,00:00,1613,1508,823.0,1550,301.0,759,1661,1941,588,423,891,450,811.0,1677,2154,479,143,3170,837
2017-10-08,00:00,1841,1718,978.0,1729,440.0,764,1666,2202,590,506,1003,718,929.0,2022,2320,583,144,3319,812
2017-10-09,00:00,546,589,333.0,556,110.0,276,748,775,227,175,389,67,283.0,699,868,223,45,1191,333
2017-10-10,00:00,5403,3482,2444.0,4392,1243.0,2844,3610,6360,2038,1840,3724,1437,2332.0,3609,5040,2105,622,11709,2372
2017-10-11,00:00,4824,3140,2029.0,4029,1147.0,2681,3520,6123,2002,1647,3716,913,2045.0,3344,4700,1952,652,8139,2318
2017-10-12,00:00,4926,3700,2256.0,4161,1163.0,2821,3650,6199,1885,1695,3544,1045,2035.0,3650,4756,1878,570,7768,2280
2017-10-13,00:00,4317,3249,1974.0,3773,1103.0,2261,3441,5656,1743,1499,3232,996,1852.0,3408,4369,1658,550,7394,2198
2017-10-14,00:00,2413,1935,1146.0,2009,426.0,904,2180,2801,810,569,1345,655,1077.0,2283,2788,645,154,3873,1097
2017-10-15,00:00,1269,1047,595.0,1138,198.0,485,1348,1621,479,265,758,175,420.0,1292,1609,329,96,2228,616
2017-10-16,00:00,3662,2535,1650.0,3141,813.0,2406,2865,4774,1504,1289,2949,638,1571.0,2678,3662,1437,457,5746,1758
2017-10-17,00:00,4049,2683,1671.0,3516,919.0,2323,3154,5392,1647,1400,3243,771,1668.0,2862,3949,1600,490,6402,1966
2017-10-18,00:00,4978,3293,2036.0,4186,1090.0,2781,3457,6185,1972,1648,3517,1252,2176.0,3452,4823,1833,628,8051,2218
2017-10-19,00:00,4837,3268,2201.0,4127,1082.0,2799,3567,6184,1948,1664,3621,1134,2092.0,3358,4685,1887,598,8728,2220
2017-10-20,00:00,4315,3136,2032.0,3757,1021.0,2425,3613,5591,1806,1508,3170,970,1803.0,3434,4508,1679,538,7126,1913
2017-10-21,00:00,2946,3023,1787.0,2892,876.0,1250,2723,3327,1092,954,1520,1593,2101.0,3089,3725,1036,243,5134,1237
2017-10-22,00:00,2524,2387,1519.0,2457,854.0,1147,2444,2804,996,838,1377,1470,1738.0,2988,3304,924,226,4415,799
2017-10-23,00:00,4365,3232,2159.0,4005,1147.0,2356,3283,5964,2042,1649,3498,1319,2270.0,3449,4604,1939,645,6661,1801
2017-10-24,00:00,2067,1246,912.0,1785,409.0,1083,1400,2869,855,685,1940,253,838.0,1628,2237,805,257,3348,936
2017-10-25,00:00,4133,2899,2022.0,3597,924.0,2215,3172,5856,1877,1402,3425,923,1874.0,3257,4451,1714,567,6735,1794
2017-10-26,00:00,2514,1726,1203.0,2229,521.0,1365,2236,4168,1081,883,2306,298,1034.0,2111,2718,1020,342,4449,1142
2017-10-27,00:00,3433,2468,1658.0,3028,725.0,1743,2954,6195,1446,1179,2779,661,1419.0,2933,3788,1341,466,5824,1552
2017-10-28,00:00,2633,2450,1462.0,2453,660.0,1103,2415,2936,1041,776,1481,1444,1767.0,2924,3333,858,222,4664,1217
2017-10-29,00:00,568,656,345.0,657,78.0,256,822,1003,237,172,506,62,195.0,714,983,197,62,1249,297
2017-10-30,00:00,1885,1175,796.0,1496,319.0,1140,1757,2705,790,483,1779,164,498.0,1529,2016,662,259,3112,567
2017-10-31,00:00,3084,1923,1325.0,2562,623.0,1832,2523,4497,1236,986,2639,440,1166.0,2177,3032,1228,419,5014,1095
2017-11-01,00:00,3075,1906,1332.0,2574,605.0,1813,2398,3930,1262,965,2498,432,1234.0,2200,3148,1106,361,4644,1326
2017-11-02,00:00,1328,889,622.0,1129,249.0,788,1348,2531,580,365,1333,98,442.0,1175,1538,463,146,2221,610
2017-11-03,00:00,2264,1632,995.0,1976,423.0,1183,2238,2974,827,532,1899,250,737.0,1986,2460,742,227,3880,1033
2017-11-04,00:00,1533,1486,854.0,1370,336.0,783,1695,1798,665,385,881,491,738.0,1688,2115,410,135,3304,793
2017-11-05,00:00,558,508,330.0,473,72.0,298,819,733,238,124,400,24,171.0,647,891,130,53,1113,301
2017-11-06,00:00,2197,1438,1013.0,1922,424.0,1456,2021,3086,941,617,2059,297,823.0,1846,2522,766,301,3811,944
2017-11-07,00:00,2929,1844,1434.0,2257,596.0,1763,2410,3711,1196,179,2439,395,1107.0,2142,2764,1066,363,4505,1210
2017-11-08,00:00,2817,1776,1212.0,2191,507.0,1799,2272,3541,1186,1143,2288,382,1070.0,2061,2898,1048,336,4438,1184
2017-11-09,00:00,2659,1705,1252.0,2285,492.0,1554,2284,3634,1075,1746,2309,352,959.0,1995,2730,911,350,4256,1219
2017-11-10,00:00,1312,855,579.0,1097,211.0,713,1422,1488,342,1667,1042,63,344.0,996,1412,486,152,2205,604
2017-11-11,00:00,689,654,,725,133.0,285,947,861,218,1603,464,101,240.0,797,1091,148,44,1387,325
2017-11-12,00:00,880,670,348.0,693,122.0,374,986,978,255,949,498,115,297.0,796,1070,220,77,1486,328
2017-11-13,00:00,1900,1182,851.0,1564,336.0,1199,1623,2505,828,391,1651,216,710.0,1441,1928,654,280,2956,783
2017-11-14,00:00,2435,1430,1017.0,1886,416.0,1406,1915,2993,945,835,1922,284,863.0,1583,2228,834,265,3516,905
2017-11-15,00:00,2541,1530,1056.0,2043,484.0,1417,2217,3213,1047,1359,2077,328,985.0,1959,2529,939,291,3850,1008
2017-11-16,00:00,1444,854,640.0,993,262.0,850,1393,1660,599,1549,1304,126,477.0,1135,1492,454,183,2322,660
2017-11-17,00:00,1592,992,705.0,349,325.0,891,1399,1817,703,1671,1223,151,574.0,1227,1633,528,212,2640,688
2017-11-18,00:00,602,556,366.0,152,106.0,313,797,806,254,1587,421,62,202.0,691,920,154,58,1237,343
2017-11-19,00:00,265,196,124.0,44,25.0,64,342,320,112,1201,140,8,114.0,263,389,99,25,451,112
2017-11-20,00:00,778,401,314.0,101,70.0,480,782,1041,327,901,643,78,338.0,696,943,370,123,1104,299
2017-11-21,00:00,1608,919,658.0,213,281.0,943,1440,2068,746,1254,1345,293,804.0,1162,1720,676,215,2234,499
2017-11-22,00:00,1235,763,567.0,134,225.0,769,1212,1629,556,1123,1137,105,446.0,1040,1450,458,138,1898,414
2017-11-23,00:00,1269,801,607.0,130,266.0,844,1300,1506,588,1053,1118,148,642.0,1032,1471,477,177,2047,597
2017-11-24,00:00,1387,891,613.0,160,278.0,765,1280,1784,644,1155,1223,182,594.0,1153,1441,531,187,2301,686
2017-11-25,00:00,390,405,315.0,69,77.0,193,708,532,191,1028,277,51,151.0,494,680,133,40,935,239
2017-11-26,00:00,329,278,205.0,26,54.0,101,481,430,158,935,180,34,126.0,330,494,67,25,714,170
2017-11-27,00:00,650,378,327.0,5,123.0,303,434,864,313,425,496,33,194.0,534,851,205,86,1072,268
2017-11-28,00:00,929,533,444.0,30,149.0,447,826,1211,437,342,763,55,287.0,677,1056,314,124,1508,414
2017-11-29,00:00,1345,705,533.0,139,250.0,806,1157,1669,624,760,1121,145,489.0,929,1401,457,187,2225,564
2017-11-30,00:00,1160,624,492.0,133,224.0,678,1132,1420,517,1006,1024,115,391.0,903,1235,414,169,1932,517
2017-12-01,00:00,1226,720,488.0,131,205.0,620,1107,1507,564,596,984,136,415.0,912,1313,433,194,1973,554
2017-12-02,00:00,601,531,385.0,121,138.0,290,776,716,261,455,374,111,226.0,701,842,165,61,1225,375
2017-12-03,00:00,455,427,312.0,94,90.0,300,647,618,216,487,353,78,244.0,600,740,150,62,1106,285
2017-12-04,00:00,1373,781,627.0,162,243.0,830,1171,1689,692,196,1217,142,545.0,1047,1473,511,175,2150,637
2017-12-05,00:00,873,504,404.0,79,151.0,497,861,1080,420,378,801,50,267.0,704,925,307,107,1349,409
2017-12-06,00:00,1385,738,568.0,135,268.0,789,1216,1608,599,801,1082,98,456.0,931,1394,416,152,2101,608
2017-12-07,00:00,1266,734,552.0,141,263.0,765,1149,1566,554,1081,1037,98,469.0,903,1334,458,146,2187,567
2017-12-08,00:00,1005,597,435.0,142,184.0,544,949,1191,435,118,801,61,334.0,771,1035,379,130,1638,484
2017-12-09,00:00,544,474,323.0,109,96.0,272,715,672,225,0,368,78,241.0,568,824,140,43,1029,301
2017-12-10,00:00,252,172,130.0,31,34.0,85,313,260,102,0,84,11,58.0,251,358,50,18,470,146
2017-12-11,00:00,599,352,334.0,5,100.0,298,573,742,176,0,396,13,20.0,443,667,169,84,1004,288
2017-12-12,00:00,416,258,198.0,4,31.0,142,219,391,116,0,166,4,23.0,249,478,70,26,438,38
2017-12-13,00:00,449,259,196.0,11,48.0,203,443,449,126,0,185,5,5.0,224,500,99,42,509,5
2017-12-14,00:00,406,271,198.0,14,74.0,158,321,472,132,0,202,4,10.0,261,489,103,43,522,102
2017-12-15,00:00,373,225,233.0,33,62.0,166,387,462,141,0,179,10,7.0,293,471,122,37,558,140
2017-12-16,00:00,191,162,66.0,14,15.0,50,178,209,56,0,56,1,15.0,233,288,37,18,302,62
2017-12-17,00:00,161,107,31.0,2,17.0,55,220,169,53,0,48,0,4.0,156,226,42,17,261,22
2017-12-18,00:00,414,275,231.0,15,94.0,184,280,538,141,0,203,8,20.0,308,546,131,61,636,72
2017-12-19,00:00,346,253,176.0,11,59.0,110,206,381,129,0,176,6,4.0,272,465,102,47,503,77
2017-12-20,00:00,436,259,214.0,5,88.0,213,226,542,150,0,236,5,3.0,321,581,122,70,592,113
2017-12-21,00:00,411,266,181.0,2,70.0,154,270,435,122,0,224,5,9.0,305,520,100,56,624,81
2017-12-22,00:00,266,186,145.0,6,45.0,102,244,338,83,0,147,4,15.0,242,398,82,39,500,73
2017-12-23,00:00,86,106,39.0,5,8.0,23,105,107,35,0,15,2,5.0,100,127,19,4,196,12
2017-12-24,00:00,75,68,49.0,15,4.0,15,34,87,22,0,15,8,0.0,83,136,17,5,117,0
2017-12-25,00:00,15,32,12.0,11,1.0,3,9,17,17,0,9,3,5.0,42,59,6,2,56,2
2017-12-26,00:00,65,49,37.0,21,0.0,18,97,154,21,0,26,6,0.0,48,142,22,7,116,0
2017-12-27,00:00,116,95,54.0,6,7.0,55,112,143,25,0,47,3,1.0,93,154,75,14,143,7
2017-12-28,00:00,137,112,51.0,21,3.0,32,108,123,36,0,31,4,3.0,72,138,26,11,123,21
2017-12-29,00:00,124,61,53.0,18,8.0,17,229,112,30,0,28,2,8.0,87,127,30,6,130,54
2017-12-30,00:00,80,69,44.0,3,10.0,23,91,57,23,0,21,3,1.0,92,122,19,5,85,13
2017-12-31,00:00,59,39,23.0,1,4.0,16,59,52,17,0,13,3,7.0,76,80,15,4,102,4
